# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1203353	1203661	-							Y75_RS05970	309		old_locus_tag=Y75_p1114
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1203353	1203661	-	WP_001005353.1	WP_001005353.1		hypothetical protein			Y75_RS05970	309	102	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1203836	1204510	-							Y75_RS05975	675		old_locus_tag=Y75_p1115
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1203836	1204510	-	WP_000848748.1	WP_000848748.1		LexA family transcriptional repressor			Y75_RS05975	675	224	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1204601	1204801	+							Y75_RS05980	201		old_locus_tag=Y75_p1116
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1204601	1204801	+	WP_000649480.1	WP_000649480.1		helix-turn-helix domain-containing protein			Y75_RS05980	201	66	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1204845	1205402	+					ymfL		Y75_RS05985	558		old_locus_tag=Y75_p1117
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1204845	1205402	+	WP_000515837.1	WP_000515837.1		protein YmfL	ymfL		Y75_RS05985	558	185	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1205578	1205757	+							Y75_RS23465	180		
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1205578	1205757	+	WP_001250269.1	WP_001250269.1		DUF4222 domain-containing protein			Y75_RS23465	180	59	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1205747	1207114	+							Y75_RS05995	1368		old_locus_tag=Y75_p1119
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1205747	1207114	+	WP_000104929.1	WP_000104929.1		helix-turn-helix domain-containing protein			Y75_RS05995	1368	455	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1207126	1207308	+							Y75_RS06000	183		old_locus_tag=Y75_p1120
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1207126	1207308	+	WP_000605606.1	WP_000605606.1		hypothetical protein			Y75_RS06000	183	60	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1207308	1207781	+							Y75_RS06005	474		old_locus_tag=Y75_p1121
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1207308	1207781	+	WP_001350502.1	WP_001350502.1		phage portal protein			Y75_RS06005	474	157	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1207708	1208499	+							Y75_RS06010	792		old_locus_tag=Y75_p1122
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1207708	1208499	+	WP_001350503.1	WP_001350503.1		baseplate J/gp47 family protein			Y75_RS06010	792	263	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1208490	1209074	+							Y75_RS06015	585		old_locus_tag=Y75_p1123
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1208490	1209074	+	WP_000383574.1	WP_000383574.1		YmfQ family protein			Y75_RS06015	585	194	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1209078	1209707	+							Y75_RS06020	630		old_locus_tag=Y75_p1124
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1209078	1209707	+	WP_000554703.1	WP_000554703.1		hypothetical protein			Y75_RS06020	630	209	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1209709	1210122	+							Y75_RS06025	414		old_locus_tag=Y75_p1125
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1209709	1210122	+	WP_010723096.1	WP_010723096.1		tail assembly chaperone			Y75_RS06025	414	137	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1210094	1210696	-							Y75_RS06030	603		old_locus_tag=Y75_p1126
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1210094	1210696	-	WP_000548498.1	WP_000548498.1		tail fiber assembly protein			Y75_RS06030	603	200	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1210696	1211190	-							Y75_RS06035	495		old_locus_tag=Y75_p1127
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1210696	1211190	-	WP_024184299.1	WP_024184299.1		tail fiber protein			Y75_RS06035	495	164	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1211262	1211816	+					pinE		Y75_RS06040	555		old_locus_tag=Y75_p1128
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1211262	1211816	+	WP_000905001.1	WP_000905001.1		site-specific DNA recombinase	pinE		Y75_RS06040	555	184	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1211923	1212756	+					mcrA		Y75_RS06045	834		old_locus_tag=Y75_p1129
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1211923	1212756	+	WP_000557907.1	WP_000557907.1		5-methylcytosine-specific endonuclease McrA	mcrA		Y75_RS06045	834	277	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1212990	1213154	+							Y75_RS23470	165		
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1212990	1213154	+	WP_000943927.1	WP_000943927.1		isocitrate dehydrogenase			Y75_RS23470	165	54	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1213257	1213580	-					iraM		Y75_RS06050	324		old_locus_tag=Y75_p1131
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1213257	1213580	-	WP_001295666.1	WP_001295666.1		anti-adapter protein IraM	iraM		Y75_RS06050	324	107	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1213837	1213881	-							Y75_RS25175	45		
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1213837	1213881	-	WP_120795380.1	WP_120795380.1		protein YmgK			Y75_RS25175	45	14	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1214117	1214227	-							Y75_RS24825	111		
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1214117	1214227	-	WP_032082692.1	WP_032082692.1		hypothetical protein			Y75_RS24825	111	36	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1214280	1214684	-							Y75_RS06060	405		old_locus_tag=Y75_p1132
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1214280	1214684	-	WP_000373101.1	WP_000373101.1		DUF1398 domain-containing protein			Y75_RS06060	405	134	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1214905	1215636	-					bluR		Y75_RS06065	732		old_locus_tag=Y75_p1133
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1214905	1215636	-	WP_000332303.1	WP_000332303.1		DNA-binding transcriptional repressor BluR	bluR		Y75_RS06065	732	243	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1215841	1217052	-					bluF		Y75_RS06070	1212		old_locus_tag=Y75_p1134
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1215841	1217052	-	WP_001299269.1	WP_001299269.1		blue light-responsive regulator BluF	bluF		Y75_RS06070	1212	403	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1217366	1217602	+							Y75_RS06075	237		old_locus_tag=Y75_p1135
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1217366	1217602	+	WP_000554140.1	WP_000554140.1		two-component-system connector protein YcgZ			Y75_RS06075	237	78	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1217645	1217917	+							Y75_RS06080	273		old_locus_tag=Y75_p1136
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1217645	1217917	+	WP_000858002.1	WP_000858002.1		two-component-system connector protein YmgA			Y75_RS06080	273	90	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1217946	1218212	+					ariR		Y75_RS06085	267		old_locus_tag=Y75_p1137
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1217946	1218212	+	WP_000888772.1	WP_000888772.1		biofilm/acid-resistance regulator AriR	ariR		Y75_RS06085	267	88	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1218325	1218573	+							Y75_RS06090	249		old_locus_tag=Y75_p1138
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1218325	1218573	+	WP_001065752.1	WP_001065752.1		hypothetical protein			Y75_RS06090	249	82	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1218905	1220428	+							Y75_RS06095	1524		old_locus_tag=Y75_p1139
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1218905	1220428	+	WP_001246499.1	WP_001246499.1		cyclic diguanylate phosphodiesterase			Y75_RS06095	1524	507	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1220560	1220778	+							Y75_RS06100	219		old_locus_tag=Y75_p1140
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1220560	1220778	+	WP_001065861.1	WP_001065861.1		hypothetical protein			Y75_RS06100	219	72	
gene	pseudogene	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1221178	1223825	+							Y75_RS25120	2648		pseudo
CDS	without_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1221178	1223825	+				autotransporter outer membrane beta-barrel domain-containing protein			Y75_RS25120	2648		pseudo
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1223882	1224217	-							Y75_RS06120	336		old_locus_tag=Y75_p1142
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1223882	1224217	-	WP_000979977.1	WP_000979977.1		YmgD family protein			Y75_RS06120	336	111	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1224221	1224505	-							Y75_RS06125	285		old_locus_tag=Y75_p1143
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1224221	1224505	-	WP_001304448.1	WP_001304448.1		glycine zipper family protein			Y75_RS06125	285	94	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1224567	1224740	-							Y75_RS06130	174		
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1224567	1224740	-	WP_000122462.1	WP_000122462.1		hypothetical protein			Y75_RS06130	174	57	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1224841	1225026	+							Y75_RS23475	186		
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1224841	1225026	+	WP_001325005.1	WP_001325005.1		hypothetical protein			Y75_RS23475	186	61	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1224987	1225106	+							Y75_RS24830	120		
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1224987	1225106	+	WP_001131446.1	WP_001131446.1		hypothetical protein			Y75_RS24830	120	39	
gene	pseudogene	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1225141	1225484	+							Y75_RS06135	344		partial;pseudo;old_locus_tag=Y75_p1145
CDS	without_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1225141	1225484	+				autotransporter outer membrane beta-barrel domain-containing protein			Y75_RS06135	344		partial;pseudo
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1225856	1226122	-					minE		Y75_RS06140	267		old_locus_tag=Y75_p1146
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1225856	1226122	-	WP_001185665.1	WP_001185665.1		cell division topological specificity factor MinE	minE		Y75_RS06140	267	88	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1226126	1226938	-					minD		Y75_RS06145	813		old_locus_tag=Y75_p1147
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1226126	1226938	-	WP_000101055.1	WP_000101055.1		septum site-determining protein MinD	minD		Y75_RS06145	813	270	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1226962	1227657	-					minC		Y75_RS06150	696		old_locus_tag=Y75_p1148
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1226962	1227657	-	WP_001301105.1	WP_001301105.1		septum site-determining protein MinC	minC		Y75_RS06150	696	231	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1228177	1228545	+							Y75_RS06155	369		old_locus_tag=Y75_p1149
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1228177	1228545	+	WP_001056840.1	WP_001056840.1		YcgJ family protein			Y75_RS06155	369	122	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1228648	1229049	-							Y75_RS06160	402		old_locus_tag=Y75_p1150
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1228648	1229049	-	WP_000695215.1	WP_000695215.1		inhibitor of g-type lysozyme			Y75_RS06160	402	133	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1229291	1229584	+							Y75_RS06170	294		old_locus_tag=Y75_p1151
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1229291	1229584	+	WP_001295992.1	WP_001295992.1		YcgL domain-containing protein			Y75_RS06170	294	97	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1229656	1230315	+							Y75_RS06175	660		old_locus_tag=Y75_p1152
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1229656	1230315	+	WP_000284280.1	WP_000284280.1		fumarylacetoacetate hydrolase family protein			Y75_RS06175	660	219	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1230392	1230853	+							Y75_RS06180	462		old_locus_tag=Y75_p1153
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1230392	1230853	+	WP_000807626.1	WP_000807626.1		YcgN family cysteine cluster protein			Y75_RS06180	462	153	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1231060	1231971	-					hlyE		Y75_RS06185	912		old_locus_tag=Y75_p1154
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1231060	1231971	-	WP_001336523.1	WP_001336523.1		hemolysin HlyE	hlyE		Y75_RS06185	912	303	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1232344	1232763	+					umuD		Y75_RS06190	420		old_locus_tag=Y75_p1155
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1232344	1232763	+	WP_000897378.1	WP_000897378.1		translesion error-prone DNA polymerase V autoproteolytic subunit	umuD		Y75_RS06190	420	139	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1232763	1234031	+					umuC		Y75_RS06195	1269		old_locus_tag=Y75_p1156
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1232763	1234031	+	WP_000457616.1	WP_000457616.1		DNA polymerase V catalytic protein	umuC		Y75_RS06195	1269	422	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1234077	1234607	-					dsbB		Y75_RS06200	531		old_locus_tag=Y75_p1157
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1234077	1234607	-	WP_000943459.1	WP_000943459.1		disulfide bond formation protein DsbB	dsbB		Y75_RS06200	531	176	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1234753	1236294	-					nhaB		Y75_RS06205	1542		old_locus_tag=Y75_p1158
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1234753	1236294	-	WP_000406391.1	WP_000406391.1		Na(+)/H(+) antiporter NhaB	nhaB		Y75_RS06205	1542	513	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1236515	1237234	+					fadR		Y75_RS06210	720		old_locus_tag=Y75_p1159
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1236515	1237234	+	WP_000234823.1	WP_000234823.1		fatty acid metabolism transcriptional regulator FadR	fadR		Y75_RS06210	720	239	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1237286	1238818	-							Y75_RS06215	1533		old_locus_tag=Y75_p1160
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1237286	1238818	-	WP_000190854.1	WP_000190854.1		SpoVR family protein			Y75_RS06215	1533	510	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1239148	1240446	+					dadA		Y75_RS06220	1299		old_locus_tag=Y75_p1161
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1239148	1240446	+	WP_001266908.1	WP_001266908.1		D-amino acid dehydrogenase	dadA		Y75_RS06220	1299	432	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1240456	1241526	+					dadX		Y75_RS06225	1071		old_locus_tag=Y75_p1162
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1240456	1241526	+	WP_000197881.1	WP_000197881.1		catabolic alanine racemase DadX	dadX		Y75_RS06225	1071	356	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1241912	1243648	-							Y75_RS06230	1737		old_locus_tag=Y75_p1163
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1241912	1243648	-	WP_000340194.1	WP_000340194.1		potassium/proton antiporter			Y75_RS06230	1737	578	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1243743	1244657	-					ldcA		Y75_RS06235	915		old_locus_tag=Y75_p1164
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1243743	1244657	-	WP_000051560.1	WP_000051560.1		muramoyltetrapeptide carboxypeptidase	ldcA		Y75_RS06235	915	304	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1244757	1245368	+					emtA		Y75_RS06240	612		old_locus_tag=Y75_p1165
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1244757	1245368	+	WP_001301104.1	WP_001301104.1		membrane-bound lytic murein transglycosylase EmtA	emtA		Y75_RS06240	612	203	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1245370	1246104	-							Y75_RS06245	735		old_locus_tag=Y75_p1166
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1245370	1246104	-	WP_000020169.1	WP_000020169.1		flagellar brake protein			Y75_RS06245	735	244	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1246305	1246559	+							Y75_RS06250	255		old_locus_tag=Y75_p1167
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1246305	1246559	+	WP_001310727.1	WP_001310727.1		GlsB/YeaQ/YmgE family stress response membrane protein			Y75_RS06250	255	84	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1246737	1247177	+							Y75_RS06255	441		old_locus_tag=Y75_p1168
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1246737	1247177	+	WP_000615067.1	WP_000615067.1		hypothetical protein			Y75_RS06255	441	146	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1247256	1248953	-					treA		Y75_RS06260	1698		old_locus_tag=Y75_p1169
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1247256	1248953	-	WP_000841714.1	WP_000841714.1		alpha,alpha-trehalase	treA		Y75_RS06260	1698	565	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1249273	1250691	-					dhaM		Y75_RS06265	1419		old_locus_tag=Y75_p1170
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1249273	1250691	-	WP_001301101.1	WP_001301101.1		dihydroxyacetone kinase subunit DhaM	dhaM		Y75_RS06265	1419	472	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1250702	1251334	-					dhaL		Y75_RS06270	633		old_locus_tag=Y75_p1171
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1250702	1251334	-	WP_000059411.1	WP_000059411.1		dihydroxyacetone kinase ADP-binding subunit DhaL	dhaL		Y75_RS06270	633	210	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1251345	1252415	-					dhaK		Y75_RS06275	1071		old_locus_tag=Y75_p1172
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1251345	1252415	-	WP_000733715.1	WP_000733715.1		dihydroxyacetone kinase subunit DhaK	dhaK		Y75_RS06275	1071	356	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1252643	1254562	+					dhaR		Y75_RS06280	1920		old_locus_tag=Y75_p1173
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1252643	1254562	+	WP_001350505.1	WP_001350505.1		PTS-dependent dihydroxyacetone kinase operon transcriptional regulator DhaR	dhaR		Y75_RS06280	1920	639	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1254662	1257529	-							Y75_RS06285	2868		old_locus_tag=Y75_p1174
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1254662	1257529	-	WP_001334788.1	WP_001334788.1		autotransporter outer membrane beta-barrel domain-containing protein			Y75_RS06285	2868	955	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1258298	1259389	-					ychF		Y75_RS06295	1092		old_locus_tag=Y75_p1175
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1258298	1259389	-	WP_000505866.1	WP_000505866.1		redox-regulated ATPase YchF	ychF		Y75_RS06295	1092	363	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1259506	1260090	-					pth		Y75_RS06300	585		old_locus_tag=Y75_p1176
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1259506	1260090	-	WP_000152933.1	WP_000152933.1		aminoacyl-tRNA hydrolase	pth		Y75_RS06300	585	194	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1260368	1260646	+					ychH		Y75_RS06305	279		old_locus_tag=Y75_p1177
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1260368	1260646	+	WP_000823885.1	WP_000823885.1		stress-induced protein YchH	ychH		Y75_RS06305	279	92	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1260701	1262380	-					dauA		Y75_RS06310	1680		old_locus_tag=Y75_p1178
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1260701	1262380	-	WP_001033352.1	WP_001033352.1		C4-dicarboxylic acid transporter DauA	dauA		Y75_RS06310	1680	559	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1262505	1263452	-					prs		Y75_RS06315	948		old_locus_tag=Y75_p1179
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1262505	1263452	-	WP_001298109.1	WP_001298109.1		ribose-phosphate diphosphokinase	prs		Y75_RS06315	948	315	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1263603	1264454	-					ispE		Y75_RS06320	852		old_locus_tag=Y75_p1180
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1263603	1264454	-	WP_001260332.1	WP_001260332.1		4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	ispE		Y75_RS06320	852	283	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1264454	1265077	-					lolB		Y75_RS06325	624		old_locus_tag=Y75_p1181
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1264454	1265077	-	WP_001130692.1	WP_001130692.1		lipoprotein localization protein LolB	lolB		Y75_RS06325	624	207	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1265291	1266547	+					hemA		Y75_RS06330	1257		old_locus_tag=Y75_p1182
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1265291	1266547	+	WP_001299679.1	WP_001299679.1		glutamyl-tRNA reductase	hemA		Y75_RS06330	1257	418	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1266589	1267671	+					prfA		Y75_RS06335	1083		old_locus_tag=Y75_p1183
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1266589	1267671	+	WP_000804726.1	WP_000804726.1		peptide chain release factor 1	prfA		Y75_RS06335	1083	360	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1267671	1268504	+					prmC		Y75_RS06340	834		old_locus_tag=Y75_p1184
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1267671	1268504	+	WP_000456467.1	WP_000456467.1		peptide chain release factor N(5)-glutamine methyltransferase	prmC		Y75_RS06340	834	277	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1268501	1268893	+							Y75_RS06345	393		old_locus_tag=Y75_p1185
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1268501	1268893	+	WP_000200374.1	WP_000200374.1		SirB family protein			Y75_RS06345	393	130	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1268897	1269706	+							Y75_RS06350	810		old_locus_tag=Y75_p1186
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1268897	1269706	+	WP_001257044.1	WP_001257044.1		tetratricopeptide repeat-containing protein			Y75_RS06350	810	269	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1269742	1270596	+					kdsA		Y75_RS06355	855		old_locus_tag=Y75_p1187
CDS	with_protein	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1269742	1270596	+	WP_000811065.1	WP_000811065.1		3-deoxy-8-phosphooctulonate synthase	kdsA		Y75_RS06355	855	284	
gene	protein_coding	GCF_000010245.2	Primary Assembly	chromosome		NC_007779.1	1270745	1270852	-							Y75_RS06360	108		old_locus_tag=Y75_p1188
