# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	pseudogene	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	549828	549983	+							HO397_02635	156		pseudo
CDS	without_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	549828	549983	+				host specificity protein J			HO397_02635	156		pseudo
gene	pseudogene	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	549977	551788	+							HO397_02640	1812		pseudo
CDS	without_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	549977	551788	+				host specificity protein J			HO397_02640	1812		pseudo
gene	pseudogene	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	551847	552305	+							HO397_02645	459		pseudo
CDS	without_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	551847	552305	+				phage tail protein			HO397_02645	459		pseudo
gene	pseudogene	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	552295	552564	-							HO397_02650	270		pseudo
CDS	without_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	552295	552564	-				hypothetical protein			HO397_02650	270		pseudo
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	553301	554749	-					cusS		HO397_02655	1449		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	553301	554749	-	QJZ03081.1			Cu(+)/Ag(+) sensor histidine kinase CusS	cusS		HO397_02655	1449	482	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	554739	555422	-					cusR		HO397_02660	684		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	554739	555422	-	QJZ03082.1			copper response regulator transcription factor CusR	cusR		HO397_02660	684	227	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	555579	556952	+					cusC		HO397_02665	1374		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	555579	556952	+	QJZ03083.1			Cu(+)/Ag(+) efflux RND transporter outer membrane channel CusC	cusC		HO397_02665	1374	457	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	557110	557442	+					cusF		HO397_02670	333		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	557110	557442	+	QJZ03084.1			Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone CusF	cusF		HO397_02670	333	110	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	557458	558681	+					cusB		HO397_02675	1224		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	557458	558681	+	QJZ03085.1			Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit CusB	cusB		HO397_02675	1224	407	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	558693	561836	+					cusA		HO397_02680	3144		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	558693	561836	+	QJZ03086.1			Cu(+)/Ag(+) efflux RND transporter permease subunit CusA	cusA		HO397_02680	3144	1047	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	561938	563314	+					pheP		HO397_02685	1377		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	561938	563314	+	QJZ03087.1			phenylalanine transporter	pheP		HO397_02685	1377	458	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	563382	564629	-					ybdG		HO397_02690	1248		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	563382	564629	-	QJZ03088.1			mechanosensitive ion channel YbdG	ybdG		HO397_02690	1248	415	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	564737	565390	-					nfsB		HO397_02695	654		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	564737	565390	-	QJZ03089.1			oxygen-insensitive NAD(P)H nitroreductase	nfsB		HO397_02695	654	217	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	565484	565852	-							HO397_02700	369		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	565484	565852	-	QJZ03090.1			MmcQ/YjbR family DNA-binding protein			HO397_02700	369	122	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	565917	566165	-							HO397_02705	249		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	565917	566165	-	QJZ03091.1			DUF1158 domain-containing protein			HO397_02705	249	82	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	566231	567349	-							HO397_02710	1119		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	566231	567349	-	QJZ03092.1			glutamate--cysteine ligase			HO397_02710	1119	372	
gene	pseudogene	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	567618	568630	+							HO397_02715	1013		pseudo
CDS	without_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	567618	568630	+				IS3-like element IS150 family transposase			HO397_02715	1013		pseudo
gene	pseudogene	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	568646	569343	-							HO397_02720	698		pseudo
CDS	without_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	568646	569343	-				IS1 family transposase			HO397_02720	698		pseudo
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	569393	569521	+							HO397_02725	129		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	569393	569521	+	QJZ06508.1			IS3 family transposase			HO397_02725	129	42	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	569619	569771	+					hokE		HO397_02730	153		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	569619	569771	+	QJZ03093.1			type I toxin-antitoxin system toxin HokE	hokE		HO397_02730	153	50	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	569848	570960	+							HO397_02735	1113		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	569848	570960	+	QJZ03094.1			IS4-like element IS421 family transposase			HO397_02735	1113	370	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	571242	571862	-					entD		HO397_02740	621		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	571242	571862	-	QJZ03095.1			enterobactin synthase subunit EntD	entD		HO397_02740	621	206	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	572037	574277	-					fepA		HO397_02745	2241		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	572037	574277	-	QJZ03096.1			siderophore enterobactin receptor FepA	fepA		HO397_02745	2241	746	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	574521	575723	+					fes		HO397_02750	1203		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	574521	575723	+	QJZ03097.1			enterochelin esterase	fes		HO397_02750	1203	400	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	575726	575944	+					ybdZ		HO397_02755	219		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	575726	575944	+	QJZ03098.1			enterobactin biosynthesis protein YbdZ	ybdZ		HO397_02755	219	72	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	575941	579822	+					entF		HO397_02760	3882		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	575941	579822	+	QJZ03099.1			enterobactin non-ribosomal peptide synthetase EntF	entF		HO397_02760	3882	1293	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	580038	581171	+					fepE		HO397_02765	1134		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	580038	581171	+	QJZ03100.1			LPS O-antigen length regulator	fepE		HO397_02765	1134	377	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	581168	581983	-					fepC		HO397_02770	816		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	581168	581983	-	QJZ03101.1			iron-enterobactin ABC transporter ATP-binding protein	fepC		HO397_02770	816	271	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	581980	582972	-					fepG		HO397_02775	993		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	581980	582972	-	QJZ03102.1			iron-enterobactin ABC transporter permease	fepG		HO397_02775	993	330	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	582969	583973	-					fepD		HO397_02780	1005		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	582969	583973	-	QJZ03103.1			Fe(3+)-siderophore ABC transporter permease	fepD		HO397_02780	1005	334	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	584084	585334	+					entS		HO397_02785	1251		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	584084	585334	+	QJZ03104.1			enterobactin transporter EntS	entS		HO397_02785	1251	416	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	585338	586294	-					fepB		HO397_02790	957		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	585338	586294	-	QJZ03105.1			Fe2+-enterobactin ABC transporter substrate-binding protein	fepB		HO397_02790	957	318	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	586669	587844	+					entC		HO397_02795	1176		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	586669	587844	+	QJZ03106.1			isochorismate synthase EntC	entC		HO397_02795	1176	391	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	587854	589464	+					entE		HO397_02800	1611		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	587854	589464	+	QJZ03107.1			(2,3-dihydroxybenzoyl)adenylate synthase	entE		HO397_02800	1611	536	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	589478	590335	+					entB		HO397_02805	858		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	589478	590335	+	QJZ03108.1			enterobactin biosynthesis bifunctional isochorismatase/aryl carrier protein EntB	entB		HO397_02805	858	285	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	590335	591081	+					dhbA		HO397_02810	747		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	590335	591081	+	QJZ03109.1			2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	dhbA		HO397_02810	747	248	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	591084	591497	+					entH		HO397_02815	414		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	591084	591497	+	QJZ03110.1			proofreading thioesterase EntH	entH		HO397_02815	414	137	
gene	pseudogene	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	591678	593773	+					cstA		HO397_02820	2096		pseudo
CDS	without_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	591678	593773	+				carbon starvation protein CstA	cstA		HO397_02820	2096		pseudo
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	593955	594152	+							HO397_02825	198		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	593955	594152	+	QJZ03111.1			YbdD/YjiX family protein			HO397_02825	198	65	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	594162	595250	-					hcxA		HO397_02830	1089		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	594162	595250	-	QJZ03112.1			hydroxycarboxylate dehydrogenase HcxA	hcxA		HO397_02830	1089	362	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	595359	596519	+					ybdL		HO397_02835	1161		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	595359	596519	+	QJZ03113.1			methionine-oxo-acid transaminase	ybdL		HO397_02835	1161	386	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	596520	597149	-							HO397_02840	630		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	596520	597149	-	QJZ03114.1			ParB-like nuclease domain-containing protein			HO397_02840	630	209	
gene	pseudogene	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	597122	598192	-							HO397_02845	1071		pseudo
CDS	without_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	597122	598192	-				DUF3440 domain-containing protein			HO397_02845	1071		pseudo
gene	pseudogene	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	598208	598905	-							HO397_02850	698		pseudo
CDS	without_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	598208	598905	-				IS1 family transposase			HO397_02850	698		pseudo
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	598939	599700	-					dsbG		HO397_02855	762		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	598939	599700	-	QJZ03115.1			thiol:disulfide interchange protein DsbG	dsbG		HO397_02855	762	253	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	600072	600635	+					ahpC		HO397_02860	564		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	600072	600635	+	QJZ03116.1			alkyl hydroperoxide reductase subunit C	ahpC		HO397_02860	564	187	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	600880	602445	+					ahpF		HO397_02865	1566		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	600880	602445	+	QJZ03117.1			alkyl hydroperoxide reductase subunit F	ahpF		HO397_02865	1566	521	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	602566	602994	-					uspG		HO397_02870	429		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	602566	602994	-	QJZ03118.1			universal stress protein UspG	uspG		HO397_02870	429	142	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	603215	604453	+							HO397_02875	1239		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	603215	604453	+	QJZ03119.1			glutathione-dependent formaldehyde dehydrogenase			HO397_02875	1239	412	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	604684	605094	-					rnk		HO397_02880	411		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	604684	605094	-	QJZ03120.1			nucleoside diphosphate kinase regulator	rnk		HO397_02880	411	136	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	605324	606130	-					rna		HO397_02885	807		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	605324	606130	-	QJZ06509.1			ribonuclease I	rna		HO397_02885	807	268	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	606244	607707	-					citT		HO397_02890	1464		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	606244	607707	-	QJZ03121.1			citrate/succinate antiporter CitT	citT		HO397_02890	1464	487	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	607758	608636	-					citG		HO397_02895	879		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	607758	608636	-	QJZ03122.1			triphosphoribosyl-dephospho-CoA synthase CitG	citG		HO397_02895	879	292	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	608611	609162	-					citX		HO397_02900	552		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	608611	609162	-	QJZ03123.1			citrate lyase holo-[acyl-carrier protein] synthase	citX		HO397_02900	552	183	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	609166	610698	-					citF		HO397_02905	1533		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	609166	610698	-	QJZ03124.1			citrate lyase subunit alpha	citF		HO397_02905	1533	510	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	610709	611617	-					citE		HO397_02910	909		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	610709	611617	-	QJZ03125.1			citrate (pro-3S)-lyase subunit beta	citE		HO397_02910	909	302	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	611614	611910	-					citD		HO397_02915	297		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	611614	611910	-	QJZ03126.1			citrate lyase acyl carrier protein	citD		HO397_02915	297	98	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	611925	612983	-					citC		HO397_02920	1059		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	611925	612983	-	QJZ03127.1			[citrate (pro-3S)-lyase] ligase	citC		HO397_02920	1059	352	
gene	pseudogene	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	613069	613766	-							HO397_02925	698		pseudo
CDS	without_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	613069	613766	-				IS1 family transposase			HO397_02925	698		pseudo
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	613899	615557	+					dpiB		HO397_02930	1659		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	613899	615557	+	QJZ03128.1			sensor histidine kinase DpiB	dpiB		HO397_02930	1659	552	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	615526	616206	+					dpiA		HO397_02935	681		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	615526	616206	+	QJZ03129.1			two-component response regulator DpiA	dpiA		HO397_02935	681	226	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	616247	617632	-					dcuC		HO397_02940	1386		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	616247	617632	-	QJZ03130.1			anaerobic C4-dicarboxylate transporter DcuC	dcuC		HO397_02940	1386	461	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	618220	618780	+					pagP		HO397_02945	561		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	618220	618780	+	QJZ03131.1			lipid IV(A) palmitoyltransferase PagP	pagP		HO397_02945	561	186	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	618949	619158	+					cspE		HO397_02950	210		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	618949	619158	+	QJZ03132.1			transcription antiterminator/RNA stability regulator CspE	cspE		HO397_02950	210	69	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	619213	619596	-					crcB		HO397_02955	384		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	619213	619596	-	QJZ03133.1			fluoride efflux transporter CrcB	crcB		HO397_02955	384	127	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	619689	620477	+							HO397_02960	789		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	619689	620477	+	QJZ03134.1			deaminated glutathione amidase			HO397_02960	789	262	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	620606	620809	+					tatE		HO397_02965	204		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	620606	620809	+	QJZ03135.1			twin-arginine translocase subunit TatE	tatE		HO397_02965	204	67	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	620910	621875	-					lipA		HO397_02970	966		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	620910	621875	-	QJZ03136.1			lipoyl synthase	lipA		HO397_02970	966	321	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	622084	623037	-							HO397_02975	954		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	622084	623037	-	QJZ03137.1			DNA-binding transcriptional regulator			HO397_02975	954	317	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	623296	623937	-					lipB		HO397_02980	642		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	623296	623937	-	QJZ03138.1			lipoyl(octanoyl) transferase LipB	lipB		HO397_02980	642	213	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	624038	624301	-							HO397_02985	264		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	624038	624301	-	QJZ03139.1			YbeD family protein			HO397_02985	264	87	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	624411	625622	-					dacA		HO397_02990	1212		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	624411	625622	-	QJZ03140.1			D-alanyl-D-alanine carboxypeptidase DacA	dacA		HO397_02990	1212	403	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	625762	626850	-					rlpA		HO397_02995	1089		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	625762	626850	-	QJZ03141.1			endolytic peptidoglycan transglycosylase RlpA	rlpA		HO397_02995	1089	362	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	626861	627973	-					mrdB		HO397_03000	1113		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	626861	627973	-	QJZ03142.1			peptidoglycan glycosyltransferase MrdB	mrdB		HO397_03000	1113	370	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	627976	629877	-					mrdA		HO397_03005	1902		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	627976	629877	-	QJZ03143.1			peptidoglycan DD-transpeptidase MrdA	mrdA		HO397_03005	1902	633	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	629908	630375	-					rlmH		HO397_03010	468		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	629908	630375	-	QJZ03144.1			23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	rlmH		HO397_03010	468	155	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	630379	630696	-					rsfS		HO397_03015	318		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	630379	630696	-	QJZ03145.1			ribosome silencing factor	rsfS		HO397_03015	318	105	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	630956	631567	-							HO397_03020	612		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	630956	631567	-	QJZ06510.1			adenosylcobalamin/alpha-ribazole phosphatase			HO397_03020	612	203	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	631591	632232	-					nadD		HO397_03025	642		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	631591	632232	-	QJZ03146.1			nicotinate-nucleotide adenylyltransferase	nadD		HO397_03025	642	213	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	632234	633265	-					holA		HO397_03030	1032		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	632234	633265	-	QJZ03147.1			DNA polymerase III subunit delta	holA		HO397_03030	1032	343	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	633265	633846	-					lptE		HO397_03035	582		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	633265	633846	-	QJZ03148.1			LPS assembly lipoprotein LptE	lptE		HO397_03035	582	193	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	633861	636443	-					leuS		HO397_03040	2583		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	633861	636443	-	QJZ06511.1			leucine--tRNA ligase	leuS		HO397_03040	2583	860	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	636678	637160	+							HO397_03045	483		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	636678	637160	+	QJZ03149.1			zinc ribbon-containing protein			HO397_03045	483	160	
gene	pseudogene	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	637230	638207	-							HO397_03050	978		pseudo
CDS	without_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	637230	638207	-				SEL1-like repeat protein			HO397_03050	978		pseudo
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	638371	639078	+							HO397_03055	708		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	638371	639078	+	QJZ03150.1			DUF1266 domain-containing protein			HO397_03055	708	235	
gene	pseudogene	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	639075	640525	+					djlC		HO397_03060	1451		pseudo
CDS	without_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	639075	640525	+				co-chaperone DjlC	djlC		HO397_03060	1451		pseudo
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	640585	642255	-					hscC		HO397_03065	1671		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	640585	642255	-	QJZ03151.1			molecular chaperone HscC	hscC		HO397_03065	1671	556	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	642339	643274	-					rihA		HO397_03070	936		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	642339	643274	-	QJZ03152.1			pyrimidine-specific ribonucleoside hydrolase RihA	rihA		HO397_03070	936	311	
gene	pseudogene	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	643392	643763	-					gltL		HO397_03075	372		pseudo
CDS	without_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	643392	643763	-				glutamate/aspartate ABC transporter ATP binding protein GltL	gltL		HO397_03075	372		pseudo
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	643811	645180	+							HO397_03080	1370		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	643811	645180	+	QJZ03153.1			IS3-like element IS150 family transposase			HO397_03080	1371	456	ribosomal_slippage
gene	pseudogene	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	645207	645563	-					gltL		HO397_03085	357		pseudo
CDS	without_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	645207	645563	-				glutamate/aspartate ABC transporter ATP binding protein GltL	gltL		HO397_03085	357		pseudo
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	645563	646237	-					gltK		HO397_03090	675		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	645563	646237	-	QJZ03154.1			glutamate/aspartate ABC transporter permease GltK	gltK		HO397_03090	675	224	
gene	protein_coding	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	646237	646977	-					gltJ		HO397_03095	741		
CDS	with_protein	GCA_013166975.1	Primary Assembly	chromosome		CP053601.1	646237	646977	-	QJZ03155.1			glutamate/aspartate ABC transporter permease GltJ	gltJ		HO397_03095	741	246	
