# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	397203	398618	+					phoA		BW25113_0383	1416		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	397203	398618	+	AIN30884.1			bacterial alkaline phosphatase	phoA		BW25113_0383	1416	471	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	398737	399057	+					psiF		BW25113_0384	321		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	398737	399057	+	AIN30885.1			PsiF family protein	psiF		BW25113_0384	321	106	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	399159	400274	+					yaiC		BW25113_0385	1116		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	399159	400274	+	AIN30886.1			diguanylate cyclase, cellulose regualtor	yaiC		BW25113_0385	1116	371	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	400291	401100	-					proC		BW25113_0386	810		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	400291	401100	-	AIN30887.1			pyrroline-5-carboxylate reductase, NAD(P)-binding	proC		BW25113_0386	810	269	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	401220	401678	+					yaiI		BW25113_0387	459		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	401220	401678	+	AIN30888.1			UPF0178 family protein	yaiI		BW25113_0387	459	152	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	401861	402385	+					aroL		BW25113_0388	525		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	401861	402385	+	AIN30889.1			shikimate kinase II	aroL		BW25113_0388	525	174	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	402435	402626	+					yaiA		BW25113_0389	192		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	402435	402626	+	AIN30890.1			OxyR-regulated conserved protein	yaiA		BW25113_0389	192	63	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	402884	403561	+					aroM		BW25113_0390	678		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	402884	403561	+	AIN30891.1			AroM family protein	aroM		BW25113_0390	678	225	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	403633	403917	+					yaiE		BW25113_0391	285		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	403633	403917	+	AIN30892.1			UPF0345 family protein	yaiE		BW25113_0391	285	94	
gene	pseudogene	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	404065	404406	+					ykiA		BW25113_0392	342		pseudo
CDS	without_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	404065	404406	+					ykiA		BW25113_0392	342		pseudo
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	404564	405475	-					rdgC		BW25113_0393	912		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	404564	405475	-	AIN30893.1			nucleoid-associated ssDNA and dsDNA binding protein; competitive inhibitor of RecA function	rdgC		BW25113_0393	912	303	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	405600	406508	+					mak		BW25113_0394	909		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	405600	406508	+	AIN30894.1			manno(fructo)kinase	mak		BW25113_0394	909	302	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	406753	407937	-					araJ		BW25113_0396	1185		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	406753	407937	-	AIN30895.1			arabinose-inducible putative transporter, MFS family	araJ		BW25113_0396	1185	394	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	408063	411209	-					sbcC		BW25113_0397	3147		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	408063	411209	-	AIN30896.1			exonuclease, dsDNA, ATP-dependent	sbcC		BW25113_0397	3147	1048	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	411206	412408	-					sbcD		BW25113_0398	1203		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	411206	412408	-	AIN30897.1			exonuclease, dsDNA, ATP-dependent	sbcD		BW25113_0398	1203	400	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	412598	413287	+					phoB		BW25113_0399	690		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	412598	413287	+	AIN30898.1			response regulator in two-component regulatory system with PhoR (or CreC)	phoB		BW25113_0399	690	229	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	413345	414640	+					phoR		BW25113_0400	1296		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	413345	414640	+	AIN30899.1			sensory histidine kinase in two-component regulatory system with PhoB	phoR		BW25113_0400	1296	431	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	415047	416366	+					brnQ		BW25113_0401	1320		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	415047	416366	+	AIN30900.1			branched-chain amino acid transport system 2 carrier protein; LIV-II transport system for Ile, Leu, and Val	brnQ		BW25113_0401	1320	439	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	416442	417815	+					proY		BW25113_0402	1374		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	416442	417815	+	AIN30901.1			proline-specific permease	proY		BW25113_0402	1374	457	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	417974	419788	+					malZ		BW25113_0403	1815		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	417974	419788	+	AIN30902.1			maltodextrin glucosidase	malZ		BW25113_0403	1815	604	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	419793	420374	-					acpH		BW25113_0404	582		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	419793	420374	-	AIN30903.1			acyl carrier protein (ACP) phosphodiesterase; ACP hydrolyase	acpH		BW25113_0404	582	193	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	420467	421537	+					queA		BW25113_0405	1071		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	420467	421537	+	AIN30904.1			S-adenosylmethionine:tRNA ribosyltransferase-isomerase	queA		BW25113_0405	1071	356	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	421593	422720	+					tgt		BW25113_0406	1128		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	421593	422720	+	AIN30905.1			tRNA-guanine transglycosylase	tgt		BW25113_0406	1128	375	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	422743	423075	+					yajC		BW25113_0407	333		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	422743	423075	+	AIN30906.1			SecYEG protein translocase auxillary subunit	yajC		BW25113_0407	333	110	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	423103	424950	+					secD		BW25113_0408	1848		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	423103	424950	+	AIN30907.1			SecYEG protein translocase auxillary subunit	secD		BW25113_0408	1848	615	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	424961	425932	+					secF		BW25113_0409	972		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	424961	425932	+	AIN30908.1			SecYEG protein translocase auxillary subunit	secF		BW25113_0409	972	323	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	426061	426408	+					yajD		BW25113_0410	348		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	426061	426408	+	AIN30909.1			HNH nuclease family protein	yajD		BW25113_0410	348	115	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	426585	427469	-					tsx		BW25113_0411	885		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	426585	427469	-	AIN30910.1			nucleoside channel, receptor of phage T6 and colicin K	tsx		BW25113_0411	885	294	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	427768	428307	-					yajI		BW25113_0412	540		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	427768	428307	-	AIN30911.1			putative lipoprotein	yajI		BW25113_0412	540	179	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	428458	428907	+					nrdR		BW25113_0413	450		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	428458	428907	+	AIN30912.1			Nrd regulon repressor	nrdR		BW25113_0413	450	149	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	428911	430014	+					ribD		BW25113_0414	1104		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	428911	430014	+	AIN30913.1			fused diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase	ribD		BW25113_0414	1104	367	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	430103	430573	+					ribE		BW25113_0415	471		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	430103	430573	+	AIN30914.1			riboflavin synthase beta chain	ribE		BW25113_0415	471	156	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	430593	431012	+					nusB		BW25113_0416	420		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	430593	431012	+	AIN30915.1			transcription antitermination protein	nusB		BW25113_0416	420	139	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	431090	432067	+					thiL		BW25113_0417	978		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	431090	432067	+	AIN30916.1			thiamine monophosphate kinase	thiL		BW25113_0417	978	325	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	432045	432563	+					pgpA		BW25113_0418	519		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	432045	432563	+	AIN30917.1			phosphatidylglycerophosphatase A	pgpA		BW25113_0418	519	172	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	432617	433591	-					yajO		BW25113_0419	975		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	432617	433591	-	AIN30918.1			2-carboxybenzaldehyde reductase	yajO		BW25113_0419	975	324	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	433771	435633	-					dxs		BW25113_0420	1863		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	433771	435633	-	AIN30919.1			1-deoxyxylulose-5-phosphate synthase, thiamine triphosphate-binding, FAD-requiring	dxs		BW25113_0420	1863	620	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	435658	436557	-					ispA		BW25113_0421	900		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	435658	436557	-	AIN30920.1			geranyltranstransferase	ispA		BW25113_0421	900	299	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	436557	436799	-					xseB		BW25113_0422	243		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	436557	436799	-	AIN30921.1			exonuclease VII small subunit	xseB		BW25113_0422	243	80	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	437005	438453	+					thiI		BW25113_0423	1449		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	437005	438453	+	AIN30922.1			tRNA s(4)U8 sulfurtransferase	thiI		BW25113_0423	1449	482	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	438507	439097	-					yajL		BW25113_0424	591		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	438507	439097	-	AIN30923.1			oxidative-stress-resistance chaperone	yajL		BW25113_0424	591	196	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	439060	439971	-					panE		BW25113_0425	912		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	439060	439971	-	AIN30924.1			2-dehydropantoate reductase, NADPH-specific	panE		BW25113_0425	912	303	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	440139	440630	+					yajQ		BW25113_0426	492		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	440139	440630	+	AIN30925.1			phage Phi6 host factor, ATP/GTP binding protein	yajQ		BW25113_0426	492	163	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	440758	442122	-					yajR		BW25113_0427	1365		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	440758	442122	-	AIN30926.1			putative transporter	yajR		BW25113_0427	1365	454	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	442271	443161	-					cyoE		BW25113_0428	891		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	442271	443161	-	AIN30927.1			protoheme IX farnesyltransferase	cyoE		BW25113_0428	891	296	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	443173	443502	-					cyoD		BW25113_0429	330		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	443173	443502	-	AIN30928.1			cytochrome o ubiquinol oxidase subunit IV	cyoD		BW25113_0429	330	109	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	443502	444116	-					cyoC		BW25113_0430	615		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	443502	444116	-	AIN30929.1			cytochrome o ubiquinol oxidase subunit III	cyoC		BW25113_0430	615	204	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	444106	446097	-					cyoB		BW25113_0431	1992		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	444106	446097	-	AIN30930.1			cytochrome o ubiquinol oxidase subunit I	cyoB		BW25113_0431	1992	663	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	446119	447066	-					cyoA		BW25113_0432	948		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	446119	447066	-	AIN30931.1			cytochrome o ubiquinol oxidase subunit II	cyoA		BW25113_0432	948	315	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	447526	449001	-					ampG		BW25113_0433	1476		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	447526	449001	-	AIN30932.1			muropeptide transporter	ampG		BW25113_0433	1476	491	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	449045	449623	-					yajG		BW25113_0434	579		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	449045	449623	-	AIN30933.1			putative lipoprotein	yajG		BW25113_0434	579	192	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	449928	450245	+					bolA		BW25113_0435	318		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	449928	450245	+	AIN30934.1			stationary-phase morphogene, transcriptional repressor for mreB; also regulator for dacA, dacC, and ampC	bolA		BW25113_0435	318	105	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	450589	451887	+					tig		BW25113_0436	1299		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	450589	451887	+	AIN30935.1			peptidyl-prolyl cis/trans isomerase (trigger factor)	tig		BW25113_0436	1299	432	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	452133	452756	+					clpP		BW25113_0437	624		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	452133	452756	+	AIN30936.1			proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases	clpP		BW25113_0437	624	207	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	452882	454156	+					clpX		BW25113_0438	1275		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	452882	454156	+	AIN30937.1			ATPase and specificity subunit of ClpX-ClpP ATP-dependent serine protease	clpX		BW25113_0438	1275	424	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	454344	456698	+					lon		BW25113_0439	2355		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	454344	456698	+	AIN30938.1			DNA-binding ATP-dependent protease La	lon		BW25113_0439	2355	784	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	456907	457179	+					hupB		BW25113_0440	273		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	456907	457179	+	AIN30939.1			HU, DNA-binding transcriptional regulator, beta subunit	hupB		BW25113_0440	273	90	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	457371	459242	+					ppiD		BW25113_0441	1872		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	457371	459242	+	AIN30940.1			periplasmic folding chaperone, has an inactive PPIase domain	ppiD		BW25113_0441	1872	623	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	459393	459764	+					ybaV		BW25113_0442	372		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	459393	459764	+	AIN30941.1			putative competence-suppressing periplasmic helix-hairpin-helix DNA-binding protein	ybaV		BW25113_0442	372	123	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	459858	460256	+					fadM		BW25113_0443	399		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	459858	460256	+	AIN30942.1			long-chain acyl-CoA thioesterase III	fadM		BW25113_0443	399	132	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	460308	461003	-					queC		BW25113_0444	696		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	460308	461003	-	AIN30943.1			7-cyano-7-deazaguanine (preQ0) synthase; queuosine biosynthesis	queC		BW25113_0444	696	231	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	461068	462768	-					ybaE		BW25113_0445	1701		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	461068	462768	-	AIN30944.1			putative ABC superfamily transporter periplasmic-binding protein	ybaE		BW25113_0445	1701	566	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	462868	463686	+					cof		BW25113_0446	819		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	462868	463686	+	AIN30945.1			thiamine pyrimidine pyrophosphate hydrolase; HMP-PP phosphatase	cof		BW25113_0446	819	272	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	463839	464297	+					ybaO		BW25113_0447	459		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	463839	464297	+	AIN30946.1			putative DNA-binding transcriptional regulator	ybaO		BW25113_0447	459	152	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	464327	466099	+					mdlA		BW25113_0448	1773		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	464327	466099	+	AIN30947.1			putative multidrug transporter subunit of ABC superfamily, ATP-binding component	mdlA		BW25113_0448	1773	590	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	466092	467873	+					mdlB		BW25113_0449	1782		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	466092	467873	+	AIN30948.1			putative multidrug transporter subunit of ABC superfamily, ATP-binding component	mdlB		BW25113_0449	1782	593	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	468054	468392	+					glnK		BW25113_0450	339		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	468054	468392	+	AIN30949.1			nitrogen assimilation regulatory protein for GlnL, GlnE, and AmtB	glnK		BW25113_0450	339	112	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	468422	469708	+					amtB		BW25113_0451	1287		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	468422	469708	+	AIN30950.1			ammonium transporter	amtB		BW25113_0451	1287	428	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	469757	470617	-					tesB		BW25113_0452	861		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	469757	470617	-	AIN30951.1			acyl-CoA thioesterase 2	tesB		BW25113_0452	861	286	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	470835	471407	+					ybaY		BW25113_0453	573		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	470835	471407	+	AIN30952.1			outer membrane lipoprotein	ybaY		BW25113_0453	573	190	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	471438	471827	-					ybaZ		BW25113_0454	390		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	471438	471827	-	AIN30953.1			excision repair protein, alkyltransferase-like protein ATL	ybaZ		BW25113_0454	390	129	
gene	SRP_RNA	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	471904	472017	+					ffs		BW25113_0455	114		
ncRNA	SRP_RNA	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	471904	472017	+				4.5S sRNA component of Signal Recognition Particle (SRP)	ffs		BW25113_0455	114		
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	472128	472481	+					ybaA		BW25113_0456	354		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	472128	472481	+	AIN30954.1			DUF1428 family protein	ybaA		BW25113_0456	354	117	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	472523	474073	-					ylaB		BW25113_0457	1551		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	472523	474073	-	AIN30955.1			putative membrane-anchored cyclic-di-GMP phosphodiesterase	ylaB		BW25113_0457	1551	516	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	474237	474707	-					ylaC		BW25113_0458	471		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	474237	474707	-	AIN30956.1			DUF1449 family inner membrane protein	ylaC		BW25113_0458	471	156	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	474823	475374	-					maa		BW25113_0459	552		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	474823	475374	-	AIN30957.1			maltose O-acetyltransferase	maa		BW25113_0459	552	183	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	475546	475764	-					hha		BW25113_0460	219		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	475546	475764	-	AIN30958.1			modulator of gene expression, with H-NS	hha		BW25113_0460	219	72	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	475790	476164	-					tomB		BW25113_0461	375		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	475790	476164	-	AIN30959.1			Hha toxicity attenuator; conjugation-related protein	tomB		BW25113_0461	375	124	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	476710	479859	-					acrB		BW25113_0462	3150		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	476710	479859	-	AIN30960.1			multidrug efflux system protein	acrB		BW25113_0462	3150	1049	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	479882	481075	-					acrA		BW25113_0463	1194		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	479882	481075	-	AIN30961.1			multidrug efflux system	acrA		BW25113_0463	1194	397	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	481217	481864	+					acrR		BW25113_0464	648		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	481217	481864	+	AIN30962.1			transcriptional repressor	acrR		BW25113_0464	648	215	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	481992	485354	+					mscK		BW25113_0465	3363		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	481992	485354	+	AIN30963.1			mechanosensitive channel protein, intermediate conductance, K+ regulated	mscK		BW25113_0465	3363	1120	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	485566	485727	-					ybaM		BW25113_0466	162		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	485566	485727	-	AIN30964.1			DUF2496 family protein	ybaM		BW25113_0466	162	53	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	485741	486268	-					priC		BW25113_0467	528		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	485741	486268	-	AIN30965.1			primosomal replication protein N''	priC		BW25113_0467	528	175	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	486338	486715	+					ybaN		BW25113_0468	378		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	486338	486715	+	AIN30966.1			DUF454 family inner membrane protein	ybaN		BW25113_0468	378	125	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	486868	487419	+					apt		BW25113_0469	552		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	486868	487419	+	AIN30967.1			adenine phosphoribosyltransferase	apt		BW25113_0469	552	183	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	487548	489479	+					dnaX		BW25113_0470	1932		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	487548	489479	+	AIN30968.1			DNA polymerase III/DNA elongation factor III, tau and gamma subunits	dnaX		BW25113_0470	1932	643	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	489532	489861	+					ybaB		BW25113_0471	330		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	489532	489861	+	AIN30969.1			DNA-binding protein, putative nucleoid-associated protein	ybaB		BW25113_0471	330	109	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	489861	490466	+					recR		BW25113_0472	606		
CDS	with_protein	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	489861	490466	+	AIN30970.1			gap repair protein	recR		BW25113_0472	606	201	
gene	protein_coding	GCA_000750555.1	Primary Assembly	chromosome		CP009273.1	490576	492450	+					htpG		BW25113_0473	1875		
